file,line_number,encoded_length,tagged_length,encoded_line,tagged_line
IsCanteenExist.csv,67,10,13,ពិត ជា មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsCanteenExist.csv,68,10,13,ពិត ជា មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,78,10,13,ពិត ជា មាន អាហាររដ្ឋាន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb អាហាររដ្ឋាន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,87,12,15,ពិត ជា មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsCanteenExist.csv,88,12,15,ពិត ជា មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,98,12,15,ពិត ជា មាន កន្លែង ញុំ អាហារ នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,108,10,13,ពិត ជា មាន កុងទីន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កុងទីន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,118,10,13,ពិត ជា មាន កុងទីន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កុងទីន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,128,12,15,ខ្ញុំ ចង់ ដឹង ថា មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,138,12,15,ខ្ញុំ ចង់ ដឹង ថា មាន អាហាររដ្ឋាន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb អាហាររដ្ឋាន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,147,14,17,ខ្ញុំ ចង់ ដឹង ថា មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsCanteenExist.csv,148,14,17,ខ្ញុំ ចង់ ដឹង ថា មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,168,12,15,ខ្ញុំ ចង់ ដឹង ថា មាន កុងទីន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb កុងទីន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,188,9,12,ដែល មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ដែល/noun មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,198,9,12,ដែល មាន អាហាររដ្ឋាន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ដែល/noun មាន/verb អាហាររដ្ឋាន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,207,11,14,ដែល មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ដែល/noun មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsCanteenExist.csv,208,11,14,ដែល មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ដែល/noun មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,228,9,12,ដែល មាន កុងទីន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ដែល/noun មាន/verb កុងទីន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,238,9,12,ដែល មាន កុងទីន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ដែល/noun មាន/verb កុងទីន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsExistDoorExit.csv,661,18,19,មាន ដឹង អត់ ថា នៅ សាលា/B-ORG ស៊ីអេឌីធី/I-ORGជាន់ ធ្វើ ការ របស់ បុគ្គលិក មាន ជណ្ដើរ exist ដែរ ឬ ទេ ?,មាន/verb ដឹង/verb អត់/prt ថា/conj នៅ/adp សាលា/noun ស៊ីអេឌីធី/noun ជាន់/noun ធ្វើ/verb ការ/noun របស់/adp បុគ្គលិក/noun មាន/verb ជណ្ដើរ/noun exist/verb ដែរ/adv ឬ/conj ទេ/prt ?/punct
IsExistDoorExit.csv,662,22,23,មាន ដឹង អត់ ថា នៅ សាលា/B-ORG ស៊ីអេឌីធី/I-ORGជាន់ ធ្វើ ការ របស់ បុគ្គលិក មាន ជណ្ដើរ អាសន្ន ជណ្ដើរ គេច គ្រោះ ថ្នាក់ ដែរ ឬ ទេ ?,មាន/verb ដឹង/verb អត់/prt ថា/conj នៅ/adp សាលា/noun ស៊ីអេឌីធី/noun ជាន់/noun ធ្វើ/verb ការ/noun របស់/adp បុគ្គលិក/noun មាន/verb ជណ្ដើរ/noun អាសន្ន/adj ជណ្ដើរ/noun គេច/verb គ្រោះ/noun ថ្នាក់/noun ដែរ/adv ឬ/conj ទេ/prt ?/punct
IsExistDoorExit.csv,663,21,22,មាន ដឹង អត់ ថា នៅ សាលា/B-ORG ស៊ីអេឌីធី/I-ORGជាន់ ធ្វើ ការ របស់ បុគ្គលិក មាន ជណ្ដើរ ពេល មាន អគ្គិ ភ័យ ដែរ ឬ ទេ ?,មាន/verb ដឹង/verb អត់/prt ថា/conj នៅ/adp សាលា/noun ស៊ីអេឌីធី/noun ជាន់/noun ធ្វើ/verb ការ/noun របស់/adp បុគ្គលិក/noun មាន/verb ជណ្ដើរ/noun ពេល/noun មាន/verb អគ្គិ/noun ភ័យ/noun ដែរ/adv ឬ/conj ទេ/prt ?/punct
IsExistDoorExit.csv,664,18,19,មាន ដឹង អត់ ថា នៅ សាលា/B-ORG ស៊ីអេឌីធី/I-ORGជាន់ ធ្វើ ការ របស់ បុគ្គលិក មាន ជណ្ដើរ អ៊ិចស៊ីស ដែរ ឬ ទេ ?,មាន/verb ដឹង/verb អត់/prt ថា/conj នៅ/adp សាលា/noun ស៊ីអេឌីធី/noun ជាន់/noun ធ្វើ/verb ការ/noun របស់/adp បុគ្គលិក/noun មាន/verb ជណ្ដើរ/noun អ៊ិចស៊ីស/noun ដែរ/adv ឬ/conj ទេ/prt ?/punct
IsExistDoorExit.csv,949,16,17,ដឹង ថា នៅ សាលា/B-ORG ស៊ីអេឌីធី/I-ORGជាន់ ធ្វើ ការ របស់ បុគ្គលិក មាន ជណ្ដើរ exist ដែរ ឬ ទេ ?,ដឹង/verb ថា/conj នៅ/adp សាលា/noun ស៊ីអេឌីធី/noun ជាន់/noun ធ្វើ/verb ការ/noun របស់/adp បុគ្គលិក/noun មាន/verb ជណ្ដើរ/noun exist/verb ដែរ/adv ឬ/conj ទេ/prt ?/punct
IsExistDoorExit.csv,950,20,21,ដឹង ថា នៅ សាលា/B-ORG ស៊ីអេឌីធី/I-ORGជាន់ ធ្វើ ការ របស់ បុគ្គលិក មាន ជណ្ដើរ អាសន្ន ជណ្ដើរ គេច គ្រោះ ថ្នាក់ ដែរ ឬ ទេ ?,ដឹង/verb ថា/conj នៅ/adp សាលា/noun ស៊ីអេឌីធី/noun ជាន់/noun ធ្វើ/verb ការ/noun របស់/adp បុគ្គលិក/noun មាន/verb ជណ្ដើរ/noun អាសន្ន/adj ជណ្ដើរ/noun គេច/verb គ្រោះ/noun ថ្នាក់/noun ដែរ/adv ឬ/conj ទេ/prt ?/punct
IsExistDoorExit.csv,951,19,20,ដឹង ថា នៅ សាលា/B-ORG ស៊ីអេឌីធី/I-ORGជាន់ ធ្វើ ការ របស់ បុគ្គលិក មាន ជណ្ដើរ ពេល មាន អគ្គិ ភ័យ ដែរ ឬ ទេ ?,ដឹង/verb ថា/conj នៅ/adp សាលា/noun ស៊ីអេឌីធី/noun ជាន់/noun ធ្វើ/verb ការ/noun របស់/adp បុគ្គលិក/noun មាន/verb ជណ្ដើរ/noun ពេល/noun មាន/verb អគ្គិ/noun ភ័យ/noun ដែរ/adv ឬ/conj ទេ/prt ?/punct
IsFootballFieldExist.csv,12,12,13,នៅ មាន ទី/B-BUILD លាន/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,នៅ/verb មាន/verb ទី/noun លាន/noun បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,72,11,12,នៅ មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,នៅ/verb មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,87,11,12,នៅ មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,នៅ/verb មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,132,12,13,នៅ មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,នៅ/verb មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,147,12,13,នៅ មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,នៅ/verb មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,192,13,14,នៅ មាន ទី/B-BUILD លាន/I-BUILD សម្រាប់/I-BUILD ទាត់/I-BUILD បាល់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,នៅ/verb មាន/verb ទី/noun លាន/noun សម្រាប់/adp ទាត់/verb បាល់/noun នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,312,12,13,ពិត ជា មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,327,12,13,ពិត ជា មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,372,13,14,ពិត ជា មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,387,13,14,ពិត ជា មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,432,14,15,ពិត ជា មាន ទី/B-BUILD លាន/I-BUILD សម្រាប់/I-BUILD ទាត់/I-BUILD បាល់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb ទី/noun លាន/noun សម្រាប់/adp ទាត់/verb បាល់/noun នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,492,15,16,ខ្ញុំ ចង់ ដឹង ថា មាន ទី/B-BUILD លាន/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb ទី/noun លាន/noun បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,507,15,16,ខ្ញុំ ចង់ ដឹង ថា មាន ទី/B-BUILD លាន/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb ទី/noun លាន/noun បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,537,15,16,ខ្ញុំ ចង់ ដឹង ថា មាន ទី/B-BUILD លាន/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD ក្នុង សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb ទី/noun លាន/noun បាល់/noun ទាត់/verb ក្នុង/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,552,14,15,ខ្ញុំ ចង់ ដឹង ថា មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,567,14,15,ខ្ញុំ ចង់ ដឹង ថា មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,597,14,15,ខ្ញុំ ចង់ ដឹង ថា មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD ក្នុង សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb តារាង/noun បាល់/noun ទាត់/verb ក្នុង/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,612,15,16,ខ្ញុំ ចង់ ដឹង ថា មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,627,15,16,ខ្ញុំ ចង់ ដឹង ថា មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,642,15,16,ខ្ញុំ ចង់ ដឹង ថា មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb របស់/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,657,15,16,ខ្ញុំ ចង់ ដឹង ថា មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD ក្នុង សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb ក្នុង/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,672,16,17,ខ្ញុំ ចង់ ដឹង ថា មាន ទី/B-BUILD លាន/I-BUILD សម្រាប់/I-BUILD ទាត់/I-BUILD បាល់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb ទី/noun លាន/noun សម្រាប់/adp ទាត់/verb បាល់/noun នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,687,16,17,ខ្ញុំ ចង់ ដឹង ថា មាន ទី/B-BUILD លាន/I-BUILD សម្រាប់/I-BUILD ទាត់/I-BUILD បាល់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb ទី/noun លាន/noun សម្រាប់/adp ទាត់/verb បាល់/noun នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,717,16,17,ខ្ញុំ ចង់ ដឹង ថា មាន ទី/B-BUILD លាន/I-BUILD សម្រាប់/I-BUILD ទាត់/I-BUILD បាល់/I-BUILD ក្នុង សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb ទី/noun លាន/noun សម្រាប់/adp ទាត់/verb បាល់/noun ក្នុង/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,792,11,12,ដែល មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ដែល/noun មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,807,11,12,ដែល មាន តារាង/B-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ដែល/noun មាន/verb តារាង/noun បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,852,12,13,ដែល មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ដែល/noun មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,867,12,13,ដែល មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ដែល/noun មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb នៅ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,897,12,13,ដែល មាន កន្លែង/B-BUILD លេង/I-BUILD បាល់/I-BUILD ទាត់/I-BUILD ក្នុង សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ដែល/noun មាន/verb កន្លែង/noun លេង/verb បាល់/noun ទាត់/verb ក្នុង/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsFootballFieldExist.csv,912,13,14,ដែល មាន ទី/B-BUILD លាន/I-BUILD សម្រាប់/I-BUILD ទាត់/I-BUILD បាល់/I-BUILD នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ដែល/noun មាន/verb ទី/noun លាន/noun សម្រាប់/adp ទាត់/verb បាល់/noun នៃ/adp សាលារៀន/noun សុី/noun អេដីឌី/noun ឬ/conj ក៏/conj អត់/prt
